layer,layer_role,x,y,visual_label,behavior,parameter,modifiers,purpose,usage_notes
3,"Window, app, language, mouse/game/travel control",5.0,1.0,ctrl+a,Key Press,Keyboard A,L Ctrl,Select all,"App: Microsoft Teams, importance=3.0"
3,"Window, app, language, mouse/game/travel control",7.0,1.0,ctrl+-,Key Press,Keyboard Dash and Underscore,L Ctrl,Zoom out,"App: Browser (Chrome/Edge), importance=2.8499999999999996"
3,"Window, app, language, mouse/game/travel control",8.0,1.0,win+d,Key Press,Keyboard D,L GUI,Show/hide desktop,"App: Windows 11, importance=6.0"
3,"Window, app, language, mouse/game/travel control",9.0,1.0,ctrl+space,Key Press,Keyboard Spacebar,L Ctrl,Select entire column,"App: Microsoft Excel, importance=3.0"
3,"Window, app, language, mouse/game/travel control",10.0,1.0,f5,Key Press,Keyboard F5,,Refresh page,"App: Browser (Chrome/Edge), importance=5.699999999999999"
3,"Window, app, language, mouse/game/travel control",11.0,1.0,n,Key Press,Keyboard N,,Find previous match,"App: Browser (Chrome/Edge), importance=2.8499999999999996"
3,"Window, app, language, mouse/game/travel control",12.0,1.0,ctrl+shift+f5,Key Press,Keyboard F5,L Ctrl+L Shift,Restart debugging,"App: Visual Studio Code, importance=2.7"
3,"Window, app, language, mouse/game/travel control",0.0,2.0,ctrl+tab,Key Press,Keyboard Tab,L Ctrl,Next tab,"App: Browser (Chrome/Edge), importance=9.5"
3,"Window, app, language, mouse/game/travel control",1.0,2.0,win+i,Key Press,Keyboard I,L GUI,Settings,"App: Windows 11, importance=3.0"
3,"Window, app, language, mouse/game/travel control",2.0,2.0,up,Key Press,Keyboard UpArrow,,Edit last sent message,"App: Microsoft Teams, importance=6.0"
3,"Window, app, language, mouse/game/travel control",3.0,2.0,ctrl+4,Key Press,Keyboard 4 and Dollar,L Ctrl,Calendar,"App: Microsoft Teams, importance=6.0"
3,"Window, app, language, mouse/game/travel control",4.0,2.0,win+.,Key Press,Keyboard Period and GreaterThan,L GUI,Emoji picker,"App: Windows 11, importance=3.0"
3,"Window, app, language, mouse/game/travel control",5.0,2.0,x,Key Press,Keyboard X,,Restore closed tab,"App: Browser (Chrome/Edge), importance=2.8499999999999996"
3,"Window, app, language, mouse/game/travel control",7.0,2.0,escape,Key Press,Keyboard Escape,,Close / go back,"App: Microsoft Teams, importance=6.0"
3,"Window, app, language, mouse/game/travel control",8.0,2.0,u,Key Press,Keyboard u,,Scroll half page up,"App: Browser (Chrome/Edge), importance=5.699999999999999"
3,"Window, app, language, mouse/game/travel control",9.0,2.0,ctrl+shift+esc,Key Press,Keyboard Escape,L Ctrl+L Shift,Task Manager,"App: Windows 11, importance=3.0"
3,"Window, app, language, mouse/game/travel control",10.0,2.0,win+t,Key Press,Keyboard T,L GUI,Cycle taskbar apps,"App: Windows 11, importance=1.0"
3,"Window, app, language, mouse/game/travel control",11.0,2.0,f,Key Press,Keyboard F,,Open link in new tab,"App: Browser (Chrome/Edge), importance=5.699999999999999"
3,"Window, app, language, mouse/game/travel control",12.0,2.0,ctrl+6,Key Press,Keyboard 6 and Caret,L Ctrl,Files,"App: Microsoft Teams, importance=3.0"
3,"Window, app, language, mouse/game/travel control",0.0,3.0,n,Key Press,Keyboard n,,Find next match,"App: Browser (Chrome/Edge), importance=2.8499999999999996"
3,"Window, app, language, mouse/game/travel control",1.0,3.0,ctrl+shift+;,Key Press,Keyboard SemiColon and Colon,L Ctrl+L Shift,Insert current time,"App: Microsoft Excel, importance=0.5"
3,"Window, app, language, mouse/game/travel control",2.0,3.0,f10,Key Press,Keyboard F10,,Step over,"App: Visual Studio Code, importance=5.4"
3,"Window, app, language, mouse/game/travel control",3.0,3.0,win+down,Key Press,Keyboard DownArrow,L GUI,Minimize / restore,"App: Windows 11, importance=6.0"
3,"Window, app, language, mouse/game/travel control",4.0,3.0,win+k,Key Press,Keyboard K,L GUI,Connect / Cast,"App: Windows 11, importance=0.2"
3,"Window, app, language, mouse/game/travel control",5.0,3.0,ctrl+shift+%,Key Press,Keyboard 5 and Percent,L Ctrl+L Shift,Percent format,"App: Microsoft Excel, importance=1.5"
3,"Window, app, language, mouse/game/travel control",7.0,3.0,ctrl+w,Key Press,Keyboard W,L Ctrl,Close tab,"App: Browser (Chrome/Edge), importance=9.5"
3,"Window, app, language, mouse/game/travel control",8.0,3.0,ctrl+k ctrl+w,Key Press,Keyboard W,L Ctrl,Close all editors,"App: Visual Studio Code, importance=0.9"
3,"Window, app, language, mouse/game/travel control",9.0,3.0,ctrl+shift+i,Key Press,Keyboard I,L Ctrl+L Shift,Open DevTools (alt),"App: Browser (Chrome/Edge), importance=2.8499999999999996"
3,"Window, app, language, mouse/game/travel control",10.0,3.0,g,Key Press,Keyboard G,,Scroll to bottom,"App: Browser (Chrome/Edge), importance=2.8499999999999996"
3,"Window, app, language, mouse/game/travel control",11.0,3.0,ctrl+shift+p,Key Press,Keyboard P,L Ctrl+L Shift,Toggle chat in meeting,"App: Microsoft Teams, importance=3.0"
3,"Window, app, language, mouse/game/travel control",12.0,3.0,ctrl+shift+n,Key Press,Keyboard N,L Ctrl+L Shift,Incognito/InPrivate window,"App: Browser (Chrome/Edge), importance=0.95"
3,"Window, app, language, mouse/game/travel control",3.0,4.0,ctrl+enter,Key Press,Keyboard Return Enter,L Ctrl,Send (expanded mode),"App: Microsoft Teams, importance=10.0"
3,"Window, app, language, mouse/game/travel control",4.0,4.0,ctrl+shift+`,Key Press,Keyboard Grave Accent and Tilde,L Ctrl+L Shift,New terminal,"App: Visual Studio Code, importance=5.4"
3,"Window, app, language, mouse/game/travel control",5.0,4.0,ctrl+shift+x,Key Press,Keyboard X,L Ctrl+L Shift,Expand compose box,"App: Microsoft Teams, importance=3.0"
3,"Window, app, language, mouse/game/travel control",7.0,4.0,ctrl+shift+k,Key Press,Keyboard K,L Ctrl+L Shift,Raise/lower hand,"App: Microsoft Teams, importance=3.0"
3,"Window, app, language, mouse/game/travel control",8.0,4.0,ctrl+page up,Key Press,Keyboard Page Up,L Ctrl,Previous sheet,"App: Microsoft Excel, importance=3.0"
3,"Window, app, language, mouse/game/travel control",4.0,5.0,ctrl+g,Key Press,Keyboard G,L Ctrl,Go to...,"App: Microsoft Teams, importance=3.0"
3,"Window, app, language, mouse/game/travel control",5.0,5.0,alt+p,Key Press,Keyboard P,L Alt,Preview pane,"App: File Explorer, importance=0.45"
3,"Window, app, language, mouse/game/travel control",7.0,5.0,ctrl+q,Key Press,Keyboard Q,L Ctrl,Mark as read,"App: Microsoft Outlook, importance=4.199999999999999"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",0.0,0.0,ctrl+7,Key Press,Keyboard 7 and Ampersand,L Ctrl,Switch to tab 7,"App: Browser (Chrome/Edge), importance=0.19"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",1.0,0.0,alt+d,Key Press,Keyboard D,L Alt,Focus address bar (alt),"App: Browser (Chrome/Edge), importance=2.8499999999999996"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",2.0,0.0,d,Key Press,Keyboard d,,Scroll half page down,"App: Browser (Chrome/Edge), importance=5.699999999999999"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",3.0,0.0,l,Key Press,Keyboard L,,Go forward in history,"App: Browser (Chrome/Edge), importance=2.8499999999999996"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",4.0,0.0,delete,Key Press,Keyboard Delete,,Delete,"App: Windows 11, importance=6.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",5.0,0.0,ctrl+shift+del,Key Press,Keyboard Del,L Ctrl+L Shift,Clear browsing data,"App: Browser (Chrome/Edge), importance=0.95"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",7.0,0.0,page up,Key Press,Keyboard Page Up,,Previous slide,"App: Microsoft PowerPoint, importance=1.2000000000000002"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",8.0,0.0,ctrl+shift+1,Key Press,Keyboard 1 and Bang,L Ctrl+L Shift,Extra large icons,"App: File Explorer, importance=0.09000000000000001"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",9.0,0.0,alt+f12,Key Press,Keyboard F12,L Alt,Peek definition,"App: Visual Studio Code, importance=5.4"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",10.0,0.0,ctrl+shift+end,Key Press,Keyboard End,L Ctrl+L Shift,Select to last used cell,"App: Microsoft Excel, importance=1.5"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",11.0,0.0,ctrl+2,Key Press,Keyboard 2 and At,L Ctrl,Chat,"App: Microsoft Teams, importance=10.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",12.0,0.0,p,Key Press,Keyboard P,,Previous slide (in show),"App: Microsoft PowerPoint, importance=1.2000000000000002"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",0.0,1.0,ctrl+e,Key Press,Keyboard E,L Ctrl,Search / command bar,"App: Microsoft Teams, importance=10.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",1.0,1.0,ctrl+k s,Key Press,Keyboard K S,L Ctrl,Save all,"App: Visual Studio Code, importance=2.7"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",2.0,1.0,ctrl+c,Key Press,Keyboard C,L Ctrl,Copy,"App: Microsoft Teams, importance=10.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",3.0,1.0,ctrl+;,Key Press,Keyboard SemiColon and Colon,L Ctrl,Insert current date,"App: Microsoft Excel, importance=1.5"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",4.0,1.0,?,Key Press,Keyboard ForwardSlash and QuestionMark,,Show Vimium help,"App: Browser (Chrome/Edge), importance=0.95"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",5.0,1.0,win+l,Key Press,Keyboard L,L GUI,Lock PC,"App: Windows 11, importance=3.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",7.0,1.0,ctrl+shift+r,Key Press,Keyboard R,L Ctrl+L Shift,Start recording,"App: Microsoft Teams, importance=1.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",8.0,1.0,alt+shift+down,Key Press,Keyboard DownArrow,L Alt+L Shift,Next unread,"App: Discord, importance=0.6000000000000001"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",9,1,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",10.0,1.0,shift+alt+up,Key Press,Keyboard UpArrow,L Shift+L Alt,Copy line up,"App: Visual Studio Code, importance=2.7"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",11.0,1.0,win+right,Key Press,Keyboard RightArrow,L GUI,Snap window right,"App: Windows 11, importance=10.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",12.0,1.0,alt+click,Key Press,Keyboard Click,L Alt,Add cursor at position,"App: Visual Studio Code, importance=5.4"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",0.0,2.0,ctrl+shift+b,Key Press,Keyboard B,L Ctrl+L Shift,Toggle background blur,"App: Microsoft Teams, importance=3.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",1.0,2.0,win+space,Key Press,Keyboard Spacebar,L GUI,Switch input language,"App: Windows 11, importance=6.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",2.0,2.0,shift+space,Key Press,Keyboard Spacebar,L Shift,Scroll up one screen,"App: Browser (Chrome/Edge), importance=2.8499999999999996"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",3.0,2.0,f12,Key Press,Keyboard F12,,Open DevTools,"App: Browser (Chrome/Edge), importance=5.699999999999999"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",4.0,2.0,f1,Key Press,Keyboard F1,,Help,"App: Browser (Chrome/Edge), importance=0.19"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",5.0,2.0,win+x,Key Press,Keyboard X,L GUI,Power User menu,"App: Windows 11, importance=3.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",7.0,2.0,ctrl+f6,Key Press,Keyboard F6,L Ctrl,Previous section,"App: Microsoft Teams, importance=1.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",8.0,2.0,ctrl+shift+h,Key Press,Keyboard H,L Ctrl+L Shift,Hang up / end call,"App: Microsoft Teams, importance=6.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",9.0,2.0,ctrl+right,Key Press,Keyboard RightArrow,L Ctrl,Jump to right edge of data,"App: Microsoft Excel, importance=5.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",10.0,2.0,ctrl+8,Key Press,Keyboard 8 and Star,L Ctrl,Switch to tab 8,"App: Browser (Chrome/Edge), importance=0.19"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",11.0,2.0,ctrl+shift+e,Key Press,Keyboard E,L Ctrl+L Shift,Toggle screen share,"App: Microsoft Teams, importance=6.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",12.0,2.0,win+n,Key Press,Keyboard N,L GUI,Notification center,"App: Windows 11, importance=1.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",0.0,3.0,ctrl+r,Key Press,Keyboard R,L Ctrl,Reply,"App: Microsoft Outlook, importance=7.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",1.0,3.0,win+3,Key Press,Keyboard 3 and Hash,L GUI,Open/switch pinned app 3,"App: Windows 11, importance=6.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",2.0,3.0,shift+f5,Key Press,Keyboard F5,L Shift,Stop debugging,"App: Visual Studio Code, importance=2.7"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",3.0,3.0,ctrl+shift+up,Key Press,Keyboard UpArrow,L Ctrl+L Shift,Select to top edge,"App: Microsoft Excel, importance=3.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",4.0,3.0,j,Key Press,Keyboard J,,Previous tab,"App: Browser (Chrome/Edge), importance=5.699999999999999"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",5.0,3.0,j,Key Press,Keyboard j,,Scroll down,"App: Browser (Chrome/Edge), importance=9.5"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",7.0,3.0,win+ctrl+right,Key Press,Keyboard RightArrow,L GUI+L Ctrl,Switch desktop right,"App: Windows 11, importance=3.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",8.0,3.0,ctrl+u,Key Press,Keyboard U,L Ctrl,Underline,"App: Microsoft Teams, importance=1.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",9.0,3.0,ctrl+page down,Key Press,Keyboard Page Down,L Ctrl,Next sheet,"App: Microsoft Excel, importance=3.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",10.0,3.0,shift+enter,Key Press,Keyboard Return Enter,L Shift,New line in message,"App: Microsoft Teams, importance=6.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",11.0,3.0,win+pause,Key Press,Keyboard Pause,L GUI,System info,"App: Windows 11, importance=0.2"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",12.0,3.0,space,Key Press,Keyboard Spacebar,,Scroll down one screen,"App: Browser (Chrome/Edge), importance=5.699999999999999"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",3.0,4.0,ctrl+shift+o,Key Press,Keyboard O,L Ctrl+L Shift,Toggle camera,"App: Microsoft Teams, importance=6.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",4.0,4.0,ctrl+`,Key Press,Keyboard Grave Accent and Tilde,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",5.0,4.0,win+5,Key Press,Keyboard 5 and Percent,L GUI,Open/switch pinned app 5,"App: Windows 11, importance=3.0"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",7.0,4.0,alt+home,Key Press,Keyboard Home,L Alt,Open home page,"App: Browser (Chrome/Edge), importance=0.95"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",8.0,4.0,ctrl+shift+<,Key Press,Keyboard Comma and LessThan,L Ctrl+L Shift,Decrease font size,"App: Microsoft Word, importance=0.8999999999999999"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",4.0,5.0,ctrl+shift+home,Key Press,Keyboard Home,L Ctrl+L Shift,Select to cell A1,"App: Microsoft Excel, importance=1.5"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",5.0,5.0,ctrl+shift+9,Key Press,Keyboard 9 and Left Bracket,L Ctrl+L Shift,Unhide rows,"App: Microsoft Excel, importance=0.5"
4,"Bluetooth, output, Studio/system, F13-F24 macro layer",7.0,5.0,ctrl+v,Key Press,Keyboard V,L Ctrl,Paste,"App: Microsoft Teams, importance=10.0"
5,Code/IDE layer (VS Code shortcuts),0.0,0.0,f,Key Press,Keyboard f,,Open link in current tab,"App: Browser (Chrome/Edge), importance=9.5"
5,Code/IDE layer (VS Code shortcuts),1.0,0.0,win+tab,Key Press,Keyboard Tab,L GUI,Task View,"App: Windows 11, importance=6.0"
5,Code/IDE layer (VS Code shortcuts),2.0,0.0,alt+left,Key Press,Keyboard LeftArrow,L Alt,Go back,"App: Microsoft Teams, importance=6.0"
5,Code/IDE layer (VS Code shortcuts),3.0,0.0,ctrl+p,Key Press,Keyboard P,L Ctrl,Print,"App: Browser (Chrome/Edge), importance=2.8499999999999996"
5,Code/IDE layer (VS Code shortcuts),4.0,0.0,ctrl+y,Key Press,Keyboard Y,L Ctrl,Redo,"App: Windows 11, importance=3.0"
5,Code/IDE layer (VS Code shortcuts),5.0,0.0,f2,Key Press,Keyboard F2,,Rename,"App: Windows 11, importance=6.0"
5,Code/IDE layer (VS Code shortcuts),7,0,ctrl+shift+h,Key Press,H,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+H.,Sends L Ctrl+L Shift+H.
5,Code/IDE layer (VS Code shortcuts),8,0,ctrl+g,Key Press,G,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+G.,Sends L Ctrl+G.
5,Code/IDE layer (VS Code shortcuts),9.0,0.0,shift+alt+right,Key Press,Keyboard RightArrow,L Shift+L Alt,Expand selection,"App: Visual Studio Code, importance=2.7"
5,Code/IDE layer (VS Code shortcuts),10,0,explr,Key Press,E,L Ctrl+L Shift,v2.2: Code/IDE — Explorer panel.,Sends L Ctrl+L Shift+E.
5,Code/IDE layer (VS Code shortcuts),11,0,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),12,0,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),0,1,wrap,Key Press,Z,L Alt,Alt+Z Toggle word wrap.,Sends L Alt+Z.
5,Code/IDE layer (VS Code shortcuts),1,1,ctrl+shift+f,Key Press,F,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+F.,Sends L Ctrl+L Shift+F.
5,Code/IDE layer (VS Code shortcuts),2,1,f18,Key Press,F18,,Evolved (evo_best_gen150): Sends F18.,Sends F18.
5,Code/IDE layer (VS Code shortcuts),3,1,win+ctrl+right,Key Press,RightArrow,L Ctrl+L GUI,Evolved (evo_best_gen150): Sends L GUI+L Ctrl+RightArrow.,Sends L GUI+L Ctrl+RightArrow.
5,Code/IDE layer (VS Code shortcuts),4,1,insup,Key Press,Return Enter,L Ctrl+L Shift,v2.2: Code/IDE — Insert line above.,Sends L Ctrl+L Shift+Return Enter.
5,Code/IDE layer (VS Code shortcuts),5,1,ctrl+shift+`,Key Press,Grave Accent and Tilde,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+`.,Sends L Ctrl+L Shift+`.
5,Code/IDE layer (VS Code shortcuts),7,1,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),8,1,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),9,1,ctrl+w,Key Press,W,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+W.,Sends L Ctrl+W.
5,Code/IDE layer (VS Code shortcuts),10,1,f1,Key Press,F1,,Evolved (evo_best_gen150): Sends F1.,Sends F1.
5,Code/IDE layer (VS Code shortcuts),11,1,backslash,Key Press,Backslash and Pipe,,Evolved (evo_best_gen150): Sends |.,Sends |.
5,Code/IDE layer (VS Code shortcuts),12,1,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),0,2,ctrl+n,Key Press,N,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+N.,Sends L Ctrl+N.
5,Code/IDE layer (VS Code shortcuts),1,2,save,Key Press,S,L Ctrl,v2.2: Code/IDE — Save.,Sends L Ctrl+S.
5,Code/IDE layer (VS Code shortcuts),2,2,ctrl+j,Key Press,J,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+J.,Sends L Ctrl+J.
5,Code/IDE layer (VS Code shortcuts),3,2,sett,Key Press,Comma and LessThan,L Ctrl,v2.2: Code/IDE — Settings.,Sends L Ctrl+Comma and LessThan.
5,Code/IDE layer (VS Code shortcuts),4,2,delln,Key Press,K,L Ctrl+L Shift,v2.2: Code/IDE — Delete line.,Sends L Ctrl+L Shift+K.
5,Code/IDE layer (VS Code shortcuts),5,2,ctrl+shift+s,Key Press,S,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+S.,Sends L Ctrl+L Shift+S.
5,Code/IDE layer (VS Code shortcuts),7,2,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),8,2,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),9,2,ctrl+l,Key Press,L,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+L.,Sends L Ctrl+L.
5,Code/IDE layer (VS Code shortcuts),10,2,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),11.0,2.0,shift+click,Key Press,Keyboard Click,L Shift,Select range,"App: File Explorer, importance=2.7"
5,Code/IDE layer (VS Code shortcuts),12,2,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),0,3,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),1,3,pstnf,Key Press,V,L Ctrl+L Shift,v2.2: Code/IDE — Paste no formatting.,Sends L Ctrl+L Shift+V.
5,Code/IDE layer (VS Code shortcuts),2,3,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),3,3,nterm,Key Press,Grave Accent and Tilde,L Ctrl+L Shift,v2.2: Code/IDE — New terminal.,Sends L Ctrl+L Shift+Grave Accent and Tilde.
5,Code/IDE layer (VS Code shortcuts),4,3,ext,Key Press,X,L Ctrl+L Shift,v2.2: Code/IDE — Extensions panel.,Sends L Ctrl+L Shift+X.
5,Code/IDE layer (VS Code shortcuts),5,3,f8,Key Press,F8,,Evolved (evo_best_gen150): Sends F8.,Sends F8.
5,Code/IDE layer (VS Code shortcuts),7,3,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),8,3,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),9,3,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),10,3,keypad 3,Key Press,3 and PageDn,,Evolved (evo_best_gen150): Sends Keypad 3 and PageDn.,Sends Keypad 3 and PageDn.
5,Code/IDE layer (VS Code shortcuts),11,3,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),12,3,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),3,4,base,coach_base,,,Exit Code layer to base.,Coach beacon: exit to base (Ctrl+Alt+Shift+F22).
5,Code/IDE layer (VS Code shortcuts),4,4,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),5,4,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),7,4,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),8,4,transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),4,5,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),5,5,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
5,Code/IDE layer (VS Code shortcuts),7,5,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,0,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,1,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,2,0,transparent,Transparent,,,Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.
6,Reserved transparent layer,3,0,alt+=,Key Press,Equals and Plus,L Alt,Evolved (evo_best_gen150): Sends L Alt+=.,Sends L Alt+=.
